
*
***** Sword3PaySys Start (@ 2025/11/16 16:01:06.555) >>>>>
*

[2025/11/16 16:01:12] 1 >> DB Connect 0 is busy !
[2025/11/16 16:01:12] 2 >> Add Gateway(192.168.254.53 : 63739) Client 0 ! // -- At 0
[2025/11/16 16:01:12] 3 >> Gateway txjx(192.168.254.53)D89E-F301-B7E6: Verify OK !
[2025/11/16 16:01:12] 4 >> Gateway unlock OK!
[2025/11/16 16:01:12] 5 >> Gateway Connect OK!
[2025/11/16 16:01:12] 6 >> Gateway txjx(192.168.254.53): Ping 0(s)
[2025/11/16 16:01:15] 7 >> DB Connect 0 is free !
[2025/11/16 16:01:24] 8 >> DB Connect 0 is busy !
[2025/11/16 16:01:24] 9 >> Gateway txjx(192.168.254.53): User 123456 Login Success !
[2025/11/16 16:01:24] 10 >> DB Connect 0 is free !
[2025/11/16 16:01:27] 11 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:01:42] 12 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:01:57] 13 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:02:12] 14 >> Gateway txjx(192.168.254.53): Ping 14(s)
[2025/11/16 16:02:27] 15 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:02:42] 16 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:02:57] 17 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:03:12] 18 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:03:27] 19 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:03:42] 20 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:03:57] 21 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:04:12] 22 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:04:27] 23 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:04:42] 24 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:04:57] 25 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:05:12] 26 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:05:27] 27 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:05:42] 28 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:05:57] 29 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:06:12] 30 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:06:27] 31 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:06:42] 32 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:06:57] 33 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:07:12] 34 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:07:30] 35 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:07:45] 36 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:08:00] 37 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:08:15] 38 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:08:30] 39 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:08:45] 40 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:09:00] 41 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:09:15] 42 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:09:30] 43 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:09:45] 44 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 16:10:00] 45 >> Gateway txjx(192.168.254.53): Ping 15(s)
