
*
***** Sword3PaySys Start (@ 2025/11/16 00:27:19.985) >>>>>
*

[2025/11/16 00:27:26] 1 >> DB Connect 0 is busy !
[2025/11/16 00:27:26] 2 >> Add Gateway(192.168.254.53 : 58762) Client 0 ! // -- At 0
[2025/11/16 00:27:26] 3 >> Gateway txjx(192.168.254.53)D89E-F301-B7E6: Verify OK !
[2025/11/16 00:27:26] 4 >> Gateway unlock OK!
[2025/11/16 00:27:26] 5 >> Gateway Connect OK!
[2025/11/16 00:27:26] 6 >> Gateway txjx(192.168.254.53): Ping 0(s)
[2025/11/16 00:27:29] 7 >> DB Connect 0 is free !
[2025/11/16 00:27:41] 8 >> DB Connect 0 is busy !
[2025/11/16 00:27:41] 9 >> Gateway txjx(192.168.254.53): User 123456 Login Success !
[2025/11/16 00:27:41] 10 >> DB Connect 0 is free !
[2025/11/16 00:27:41] 11 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:27:56] 12 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:28:11] 13 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:28:26] 14 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:28:41] 15 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:28:56] 16 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:29:11] 17 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:29:26] 18 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:29:41] 19 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:29:56] 20 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:30:11] 21 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:30:26] 22 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:30:41] 23 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:30:56] 24 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:31:11] 25 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:31:26] 26 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:31:41] 27 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:31:56] 28 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:32:14] 29 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:32:29] 30 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:32:44] 31 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:32:59] 32 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:33:14] 33 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:33:29] 34 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:33:44] 35 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:33:59] 36 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:34:14] 37 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:34:29] 38 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:34:44] 39 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:34:59] 40 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:35:14] 41 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:35:29] 42 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:35:44] 43 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:35:59] 44 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:36:14] 45 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:36:29] 46 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:36:44] 47 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:36:59] 48 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:37:14] 49 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:37:29] 50 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:37:44] 51 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:37:59] 52 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:38:14] 53 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:38:29] 54 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:38:44] 55 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:38:59] 56 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:39:14] 57 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:39:29] 58 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:39:44] 59 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:39:59] 60 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:40:14] 61 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:40:29] 62 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:40:44] 63 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:40:59] 64 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:41:14] 65 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:41:29] 66 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:41:44] 67 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:41:59] 68 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:42:14] 69 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:42:29] 70 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:42:44] 71 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:42:59] 72 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:43:14] 73 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:43:29] 74 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:43:44] 75 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:43:59] 76 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:44:14] 77 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:44:29] 78 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:44:44] 79 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:44:59] 80 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:45:14] 81 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:45:29] 82 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:45:44] 83 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:45:59] 84 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:46:14] 85 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:46:29] 86 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:46:44] 87 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:46:59] 88 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:47:14] 89 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:47:29] 90 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:47:44] 91 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:47:59] 92 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:48:14] 93 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:48:29] 94 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:48:44] 95 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:48:59] 96 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:49:14] 97 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:49:29] 98 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:49:44] 99 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:49:59] 100 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:50:14] 101 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:50:29] 102 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:50:44] 103 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:50:59] 104 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:51:14] 105 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:51:29] 106 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:51:44] 107 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:51:59] 108 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 00:52:04] Nomal exit !!!

*
***** Sword3PaySys Stop (@ 2025/11/16 00:52:04.846) <<<<<
*

