
*
***** Sword3PaySys Start (@ 2025/11/16 18:08:34.967) >>>>>
*

[2025/11/16 18:08:41] 1 >> DB Connect 0 is busy !
[2025/11/16 18:08:41] 2 >> Add Gateway(192.168.254.53 : 64696) Client 0 ! // -- At 0
[2025/11/16 18:08:41] 3 >> Gateway txjx(192.168.254.53)D89E-F301-B7E6: Verify OK !
[2025/11/16 18:08:41] 4 >> Gateway unlock OK!
[2025/11/16 18:08:41] 5 >> Gateway Connect OK!
[2025/11/16 18:08:41] 6 >> Gateway txjx(192.168.254.53): Ping 0(s)
[2025/11/16 18:08:44] 7 >> DB Connect 0 is free !
[2025/11/16 18:08:56] 8 >> DB Connect 0 is busy !
[2025/11/16 18:08:56] 9 >> Gateway txjx(192.168.254.53): User 123456 Login Success !
[2025/11/16 18:08:56] 10 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:08:59] 11 >> DB Connect 0 is free !
[2025/11/16 18:09:11] 12 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:09:26] 13 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:09:41] 14 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:09:56] 15 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:10:11] 16 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:10:26] 17 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:10:41] 18 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:10:56] 19 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:11:11] 20 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:11:26] 21 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:11:41] 22 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:11:56] 23 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:12:11] 24 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:12:26] 25 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:12:41] 26 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:12:56] 27 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:13:11] 28 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:13:26] 29 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:13:41] 30 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:13:56] 31 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:14:11] 32 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:14:26] 33 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:14:41] 34 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:14:59] 35 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:15:14] 36 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:15:29] 37 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:15:44] 38 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:15:59] 39 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:16:14] 40 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:16:29] 41 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:16:44] 42 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:16:59] 43 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:17:14] 44 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:17:29] 45 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:17:44] 46 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:17:59] 47 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:18:14] 48 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:18:29] 49 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:18:44] 50 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:18:59] 51 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:19:14] 52 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:19:29] 53 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:19:44] 54 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:19:59] 55 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:20:14] 56 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:20:29] 57 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:20:44] 58 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:20:59] 59 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:21:14] 60 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:21:29] 61 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:21:44] 62 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:21:59] 63 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:22:14] 64 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:22:29] 65 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:22:44] 66 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:22:59] 67 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:23:14] 68 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:23:29] 69 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:23:44] 70 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:23:59] 71 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:24:14] 72 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:24:29] 73 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:24:44] 74 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:24:59] 75 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:25:14] 76 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:25:29] 77 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:25:44] 78 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:25:59] 79 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:26:14] 80 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:26:29] 81 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:26:44] 82 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:26:59] 83 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:27:14] 84 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:27:29] 85 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:27:44] 86 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:27:59] 87 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:28:14] 88 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:28:29] 89 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:28:44] 90 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:28:59] 91 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:29:14] 92 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:29:29] 93 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:29:44] 94 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:29:59] 95 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:30:14] 96 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:30:29] 97 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:30:44] 98 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:30:59] 99 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:31:14] 100 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:31:29] 101 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:31:44] 102 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:31:59] 103 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:32:14] 104 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:32:29] 105 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 18:32:44] 106 >> Gateway txjx(192.168.254.53): Ping 15(s)
