
*
***** Sword3PaySys Start (@ 2025/11/16 10:51:00.761) >>>>>
*

[2025/11/16 10:51:06] 1 >> DB Connect 0 is busy !
[2025/11/16 10:51:06] 2 >> Add Gateway(192.168.254.53 : 62163) Client 0 ! // -- At 0
[2025/11/16 10:51:06] 3 >> Gateway txjx(192.168.254.53)D89E-F301-B7E6: Verify OK !
[2025/11/16 10:51:06] 4 >> Gateway unlock OK!
[2025/11/16 10:51:06] 5 >> Gateway Connect OK!
[2025/11/16 10:51:06] 6 >> Gateway txjx(192.168.254.53): Ping 0(s)
[2025/11/16 10:51:09] 7 >> DB Connect 0 is free !
[2025/11/16 10:51:21] 8 >> DB Connect 0 is busy !
[2025/11/16 10:51:21] 9 >> Gateway txjx(192.168.254.53): User 123456 Login Success !
[2025/11/16 10:51:21] 10 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 10:51:24] 11 >> DB Connect 0 is free !
[2025/11/16 10:51:36] 12 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 10:51:51] 13 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 10:52:06] 14 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 10:52:21] 15 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 10:52:39] 16 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 10:52:54] 17 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 10:53:09] 18 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 10:53:24] 19 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 10:53:39] 20 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 10:53:54] 21 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 10:54:09] 22 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 10:54:24] 23 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 10:54:39] 24 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 10:54:54] 25 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 10:55:09] 26 >> Gateway txjx(192.168.254.53): Ping 15(s)
