
*
***** Sword3PaySys Start (@ 2025/11/16 20:44:54.858) >>>>>
*

[2025/11/16 20:45:00] 1 >> DB Connect 0 is busy !
[2025/11/16 20:45:00] 2 >> Add Gateway(192.168.254.53 : 65410) Client 0 ! // -- At 0
[2025/11/16 20:45:00] 3 >> Gateway txjx(192.168.254.53)D89E-F301-B7E6: Verify OK !
[2025/11/16 20:45:00] 4 >> Gateway unlock OK!
[2025/11/16 20:45:00] 5 >> Gateway Connect OK!
[2025/11/16 20:45:00] 6 >> Gateway txjx(192.168.254.53): Ping 0(s)
[2025/11/16 20:45:03] 7 >> DB Connect 0 is free !
[2025/11/16 20:45:15] 8 >> DB Connect 0 is busy !
[2025/11/16 20:45:15] 9 >> Gateway txjx(192.168.254.53): User 123456 Login Success !
[2025/11/16 20:45:15] 10 >> DB Connect 0 is free !
[2025/11/16 20:45:15] 11 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:45:30] 12 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:45:45] 13 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:46:00] 14 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:46:15] 15 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:46:30] 16 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:46:45] 17 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:47:00] 18 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:47:15] 19 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:47:30] 20 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:47:45] 21 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:48:00] 22 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:48:15] 23 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:48:30] 24 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:48:45] 25 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:49:00] 26 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:49:15] 27 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:49:30] 28 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:49:46] 29 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:50:01] 30 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:50:16] 31 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:50:31] 32 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:50:46] 33 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:51:01] 34 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 20:51:16] 35 >> Gateway txjx(192.168.254.53): Ping 15(s)
