
*
***** Sword3PaySys Start (@ 2025/11/16 22:39:54.877) >>>>>
*

[2025/11/16 22:40:00] 1 >> DB Connect 0 is busy !
[2025/11/16 22:40:00] 2 >> Add Gateway(192.168.254.53 : 49859) Client 0 ! // -- At 0
[2025/11/16 22:40:00] 3 >> Gateway txjx(192.168.254.53)D89E-F301-B7E6: Verify OK !
[2025/11/16 22:40:00] 4 >> Gateway unlock OK!
[2025/11/16 22:40:00] 5 >> Gateway Connect OK!
[2025/11/16 22:40:00] 6 >> Gateway txjx(192.168.254.53): Ping 0(s)
[2025/11/16 22:40:03] 7 >> DB Connect 0 is free !
[2025/11/16 22:40:15] 8 >> DB Connect 0 is busy !
[2025/11/16 22:40:15] 9 >> Gateway txjx(192.168.254.53): User 123456 Login Success !
[2025/11/16 22:40:15] 10 >> DB Connect 0 is free !
[2025/11/16 22:40:15] 11 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:40:31] 12 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:40:46] 13 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:41:01] 14 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:41:16] 15 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:41:31] 16 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:41:46] 17 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:42:01] 18 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:42:16] 19 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:42:31] 20 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:42:46] 21 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:43:01] 22 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:43:16] 23 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:43:31] 24 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:43:46] 25 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:44:01] 26 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:44:16] 27 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:44:31] 28 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:44:46] 29 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:45:01] 30 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:45:16] 31 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:45:31] 32 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:45:46] 33 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:46:01] 34 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:46:16] 35 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:46:31] 36 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:46:49] 37 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:47:04] 38 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:47:19] 39 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:47:34] 40 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/16 22:47:49] 41 >> Gateway txjx(192.168.254.53): Ping 15(s)
