
*
***** Sword3PaySys Start (@ 2025/11/17 19:11:30.053) >>>>>
*

[2025/11/17 19:11:36] 1 >> DB Connect 0 is busy !
[2025/11/17 19:11:36] 2 >> Add Gateway(192.168.254.53 : 52754) Client 0 ! // -- At 0
[2025/11/17 19:11:36] 3 >> Gateway txjx(192.168.254.53)D89E-F301-B7E6: Verify OK !
[2025/11/17 19:11:36] 4 >> Gateway unlock OK!
[2025/11/17 19:11:36] 5 >> Gateway Connect OK!
[2025/11/17 19:11:36] 6 >> Gateway txjx(192.168.254.53): Ping 0(s)
[2025/11/17 19:11:39] 7 >> DB Connect 0 is free !
[2025/11/17 19:11:51] 8 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:12:06] 9 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:12:21] 10 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:12:36] 11 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:12:51] 12 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:13:06] 13 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:13:21] 14 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:13:36] 15 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:13:51] 16 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:14:06] 17 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:14:21] 18 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:14:36] 19 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:14:51] 20 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:15:06] 21 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:15:21] 22 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:15:36] 23 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:15:51] 24 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:16:06] 25 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:16:21] 26 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:16:36] 27 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:16:51] 28 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:17:09] 29 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:17:24] 30 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:17:39] 31 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:17:54] 32 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:18:09] 33 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:18:24] 34 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:18:39] 35 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:18:54] 36 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:19:09] 37 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:19:24] 38 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:19:39] 39 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:19:54] 40 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:20:09] 41 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:20:24] 42 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:20:39] 43 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:20:54] 44 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:21:09] 45 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:21:24] 46 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:21:39] 47 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:21:54] 48 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:22:09] 49 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:22:24] 50 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:22:39] 51 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:22:54] 52 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:23:09] 53 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:23:24] 54 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:23:39] 55 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:23:54] 56 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:24:09] 57 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:24:24] 58 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:24:39] 59 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:24:54] 60 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:25:09] 61 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:25:24] 62 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:25:39] 63 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:25:54] 64 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:26:09] 65 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:26:24] 66 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:26:39] 67 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:26:54] 68 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:27:09] 69 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:27:24] 70 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:27:39] 71 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:27:54] 72 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:28:09] 73 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:28:24] 74 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:28:39] 75 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:28:54] 76 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:29:09] 77 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:29:24] 78 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:29:39] 79 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:29:54] 80 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:30:09] 81 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:30:24] 82 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:30:39] 83 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:30:54] 84 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:31:09] 85 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:31:24] 86 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:31:39] 87 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:31:54] 88 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:32:09] 89 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:32:24] 90 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:32:39] 91 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:32:54] 92 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:33:09] 93 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:33:24] 94 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:33:39] 95 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:33:54] 96 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:34:09] 97 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:34:24] 98 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:34:39] 99 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:34:54] 100 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:35:09] 101 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:35:17] Nomal exit !!!

*
***** Sword3PaySys Stop (@ 2025/11/17 19:35:17.947) <<<<<
*

