
*
***** Sword3PaySys Start (@ 2025/11/17 21:59:36.843) >>>>>
*

[2025/11/17 21:59:42] 1 >> DB Connect 0 is busy !
[2025/11/17 21:59:42] 2 >> Add Gateway(192.168.254.53 : 53698) Client 0 ! // -- At 0
[2025/11/17 21:59:42] 3 >> Gateway txjx(192.168.254.53)D89E-F301-B7E6: Verify OK !
[2025/11/17 21:59:42] 4 >> Gateway unlock OK!
[2025/11/17 21:59:42] 5 >> Gateway Connect OK!
[2025/11/17 21:59:42] 6 >> Gateway txjx(192.168.254.53): Ping 0(s)
[2025/11/17 21:59:45] 7 >> DB Connect 0 is free !
[2025/11/17 21:59:54] 8 >> DB Connect 0 is busy !
[2025/11/17 21:59:54] 9 >> Gateway txjx(192.168.254.53): User 123456 Login Success !
[2025/11/17 21:59:54] 10 >> DB Connect 0 is free !
[2025/11/17 21:59:57] 11 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:00:12] 12 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:00:27] 13 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:00:42] 14 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:00:57] 15 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:01:12] 16 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:01:27] 17 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:01:42] 18 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:01:57] 19 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:02:12] 20 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:02:27] 21 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:02:42] 22 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:02:57] 23 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:03:12] 24 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:03:27] 25 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:03:42] 26 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:03:57] 27 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:04:12] 28 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:04:27] 29 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:04:42] 30 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:04:57] 31 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:05:12] 32 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:05:27] 33 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:05:45] 34 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:06:00] 35 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:06:15] 36 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:06:30] 37 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:06:45] 38 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:07:00] 39 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:07:15] 40 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:07:30] 41 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:07:45] 42 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:08:00] 43 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:08:15] 44 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:08:30] 45 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:08:45] 46 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:09:00] 47 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:09:15] 48 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:09:30] 49 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:09:45] 50 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:10:00] 51 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:10:15] 52 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:10:30] 53 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:10:45] 54 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:11:00] 55 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:11:15] 56 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:11:30] 57 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:11:45] 58 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:12:00] 59 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:12:15] 60 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:12:30] 61 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:12:45] 62 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:13:00] 63 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:13:15] 64 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:13:30] 65 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:13:45] 66 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:14:00] 67 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:14:15] 68 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:14:30] 69 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:14:45] 70 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:15:00] 71 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:15:15] 72 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:15:30] 73 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:15:45] 74 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:16:00] 75 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:16:15] 76 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:16:30] 77 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:16:45] 78 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:17:00] 79 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:17:15] 80 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:17:30] 81 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:17:45] 82 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:18:00] 83 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:18:15] 84 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:18:30] 85 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:18:45] 86 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:19:00] 87 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:19:15] 88 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:19:30] 89 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:19:45] 90 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:20:00] 91 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:20:15] 92 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:20:30] 93 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:20:45] 94 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:21:00] 95 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:21:15] 96 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:21:30] 97 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:21:45] 98 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:22:00] 99 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:22:15] 100 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:22:30] 101 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 22:22:45] 102 >> Gateway txjx(192.168.254.53): Ping 15(s)
