
*
***** Sword3PaySys Start (@ 2025/11/17 19:35:26.407) >>>>>
*

[2025/11/17 19:35:32] 1 >> DB Connect 0 is busy !
[2025/11/17 19:35:32] 2 >> Add Gateway(192.168.254.53 : 52895) Client 0 ! // -- At 0
[2025/11/17 19:35:32] 3 >> Gateway txjx(192.168.254.53)D89E-F301-B7E6: Verify OK !
[2025/11/17 19:35:32] 4 >> Gateway unlock OK!
[2025/11/17 19:35:32] 5 >> Gateway Connect OK!
[2025/11/17 19:35:32] 6 >> Gateway txjx(192.168.254.53): Ping 0(s)
[2025/11/17 19:35:35] 7 >> DB Connect 0 is free !
[2025/11/17 19:35:47] 8 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:36:02] 9 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:36:17] 10 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:36:32] 11 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:36:47] 12 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:37:02] 13 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:37:17] 14 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:37:32] 15 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:37:47] 16 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:38:02] 17 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:38:17] 18 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:38:32] 19 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:38:47] 20 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:39:02] 21 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:39:17] 22 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:39:32] 23 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:39:47] 24 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:40:02] 25 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:40:17] 26 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:40:32] 27 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:40:47] 28 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:41:02] 29 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:41:17] 30 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:41:32] 31 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:41:47] 32 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:42:02] 33 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:42:17] 34 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:42:32] 35 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/17 19:42:47] 36 >> Gateway txjx(192.168.254.53): Ping 15(s)
