
*
***** Sword3PaySys Start (@ 2025/11/18 10:08:00.715) >>>>>
*

[2025/11/18 10:08:07] 1 >> DB Connect 0 is busy !
[2025/11/18 10:08:07] 2 >> Add Gateway(192.168.254.53 : 55087) Client 0 ! // -- At 0
[2025/11/18 10:08:07] 3 >> Gateway txjx(192.168.254.53)D89E-F301-B7E6: Verify OK !
[2025/11/18 10:08:07] 4 >> Gateway unlock OK!
[2025/11/18 10:08:07] 5 >> Gateway Connect OK!
[2025/11/18 10:08:07] 6 >> Gateway txjx(192.168.254.53): Ping 0(s)
[2025/11/18 10:08:10] 7 >> DB Connect 0 is free !
[2025/11/18 10:08:22] 8 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:08:37] 9 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:08:52] 10 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:09:07] 11 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:09:19] 12 >> DB Connect 0 is busy !
[2025/11/18 10:09:19] 13 >> Gateway txjx(192.168.254.53): User 123456 Login Success !
[2025/11/18 10:09:19] 14 >> DB Connect 0 is free !
[2025/11/18 10:09:22] 15 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:09:37] 16 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:09:52] 17 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:10:07] 18 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:10:22] 19 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:10:37] 20 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:10:52] 21 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:11:07] 22 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:11:22] 23 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:11:37] 24 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:11:52] 25 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:12:07] 26 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:12:22] 27 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:12:37] 28 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:12:52] 29 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:13:07] 30 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:13:22] 31 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:13:37] 32 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:13:52] 33 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:14:07] 34 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:14:22] 35 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:14:40] 36 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:14:55] 37 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:15:10] 38 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:15:25] 39 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:15:40] 40 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:15:55] 41 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:16:10] 42 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:16:25] 43 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:16:40] 44 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:16:55] 45 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:17:10] 46 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:17:25] 47 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:17:40] 48 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:17:55] 49 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:18:10] 50 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:18:25] 51 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:18:40] 52 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:18:55] 53 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:19:10] 54 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:19:25] 55 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:19:40] 56 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:19:55] 57 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:20:10] 58 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:20:25] 59 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:20:40] 60 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:20:55] 61 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:21:10] 62 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:21:25] 63 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 10:21:40] 64 >> Gateway txjx(192.168.254.53): Ping 15(s)
