
*
***** Sword3PaySys Start (@ 2025/11/18 12:00:48.780) >>>>>
*

[2025/11/18 12:00:54] 1 >> DB Connect 0 is busy !
[2025/11/18 12:00:54] 2 >> Add Gateway(192.168.254.53 : 55466) Client 0 ! // -- At 0
[2025/11/18 12:00:54] 3 >> Gateway txjx(192.168.254.53)D89E-F301-B7E6: Verify OK !
[2025/11/18 12:00:54] 4 >> Gateway unlock OK!
[2025/11/18 12:00:54] 5 >> Gateway Connect OK!
[2025/11/18 12:00:54] 6 >> Gateway txjx(192.168.254.53): Ping 0(s)
[2025/11/18 12:00:57] 7 >> DB Connect 0 is free !
[2025/11/18 12:01:09] 8 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:01:24] 9 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:01:30] 10 >> DB Connect 0 is busy !
[2025/11/18 12:01:30] 11 >> Gateway txjx(192.168.254.53): User 123456 Login Success !
[2025/11/18 12:01:33] 12 >> DB Connect 0 is free !
[2025/11/18 12:01:39] 13 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:01:54] 14 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:02:09] 15 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:02:24] 16 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:02:39] 17 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:02:54] 18 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:03:09] 19 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:03:24] 20 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:03:39] 21 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:03:54] 22 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:04:09] 23 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:04:24] 24 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:04:39] 25 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:04:54] 26 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:05:09] 27 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:05:24] 28 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:05:39] 29 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:05:54] 30 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:06:09] 31 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:06:27] 32 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:06:42] 33 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:06:57] 34 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:07:12] 35 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:07:27] 36 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:07:42] 37 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:07:57] 38 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:08:12] 39 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:08:27] 40 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:08:42] 41 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:08:57] 42 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:09:12] 43 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:09:27] 44 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:09:42] 45 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:09:57] 46 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:10:12] 47 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:10:27] 48 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:10:42] 49 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:10:57] 50 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:11:12] 51 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:11:27] 52 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:11:42] 53 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:11:57] 54 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:12:12] 55 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:12:27] 56 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:12:42] 57 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/18 12:12:57] 58 >> Gateway txjx(192.168.254.53): Ping 15(s)
