
*
***** Sword3PaySys Start (@ 2025/11/15 23:00:02.970) >>>>>
*

[2025/11/15 23:00:09] 1 >> DB Connect 0 is busy !
[2025/11/15 23:00:09] 2 >> Add Gateway(192.168.254.53 : 58394) Client 0 ! // -- At 0
[2025/11/15 23:00:09] 3 >> Gateway txjx(192.168.254.53)D89E-F301-B7E6: Verify OK !
[2025/11/15 23:00:09] 4 >> Gateway unlock OK!
[2025/11/15 23:00:09] 5 >> Gateway Connect OK!
[2025/11/15 23:00:09] 6 >> Gateway txjx(192.168.254.53): Ping 0(s)
[2025/11/15 23:00:12] 7 >> DB Connect 0 is free !
[2025/11/15 23:00:21] 8 >> DB Connect 0 is busy !
[2025/11/15 23:00:21] 9 >> Gateway txjx(192.168.254.53): User 123456 Login Success !
[2025/11/15 23:00:24] 10 >> DB Connect 0 is free !
[2025/11/15 23:00:24] 11 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:00:39] 12 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:00:54] 13 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:01:09] 14 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:01:24] 15 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:01:39] 16 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:01:54] 17 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:02:09] 18 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:02:24] 19 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:02:39] 20 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:02:54] 21 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:03:09] 22 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:03:24] 23 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:03:39] 24 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:03:54] 25 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:04:09] 26 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:04:24] 27 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:04:42] 28 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:04:57] 29 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:05:12] 30 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:05:27] 31 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:05:42] 32 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:05:57] 33 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:06:12] 34 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:06:27] 35 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:06:42] 36 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:06:57] 37 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:07:12] 38 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:07:27] 39 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:07:42] 40 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:07:57] 41 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:08:12] 42 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:08:27] 43 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:08:42] 44 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:08:57] 45 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:09:12] 46 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:09:27] 47 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:09:42] 48 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:09:57] 49 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:10:12] 50 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:10:27] 51 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:10:42] 52 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:10:57] 53 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:11:12] 54 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:11:27] 55 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:11:42] 56 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:11:57] 57 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:12:12] 58 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:12:27] 59 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:12:42] 60 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:12:57] 61 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:13:12] 62 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:13:27] 63 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:13:42] 64 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:13:57] 65 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:14:12] 66 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:14:27] 67 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:14:42] 68 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:14:57] 69 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:15:12] 70 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:15:27] 71 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:15:42] 72 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:15:57] 73 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:16:12] 74 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:16:27] 75 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:16:42] 76 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:16:57] 77 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:17:12] 78 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:17:27] 79 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:17:42] 80 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:17:57] 81 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:18:12] 82 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:18:27] 83 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:18:42] 84 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:18:57] 85 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:19:12] 86 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:19:27] 87 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:19:42] 88 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:19:57] 89 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:20:12] 90 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:20:27] 91 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:20:42] 92 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:20:57] 93 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:21:12] 94 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:21:27] 95 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:21:42] 96 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 23:21:57] 97 >> Gateway txjx(192.168.254.53): Ping 15(s)
