
*
***** Sword3PaySys Start (@ 2025/11/15 19:33:48.386) >>>>>
*

[2025/11/15 19:33:54] 1 >> DB Connect 0 is busy !
[2025/11/15 19:33:54] 2 >> Add Gateway(192.168.254.53 : 57606) Client 0 ! // -- At 0
[2025/11/15 19:33:54] 3 >> Gateway txjx(192.168.254.53)D89E-F301-B7E6: Verify OK !
[2025/11/15 19:33:54] 4 >> Gateway unlock OK!
[2025/11/15 19:33:54] 5 >> Gateway Connect OK!
[2025/11/15 19:33:54] 6 >> Gateway txjx(192.168.254.53): Ping 0(s)
[2025/11/15 19:33:57] 7 >> DB Connect 0 is free !
[2025/11/15 19:34:09] 8 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:34:09] 9 >> DB Connect 0 is busy !
[2025/11/15 19:34:09] 10 >> Gateway txjx(192.168.254.53): User 123456 Login Success !
[2025/11/15 19:34:12] 11 >> DB Connect 0 is free !
[2025/11/15 19:34:24] 12 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:34:39] 13 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:34:54] 14 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:35:09] 15 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:35:24] 16 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:35:39] 17 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:35:54] 18 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:36:09] 19 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:36:24] 20 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:36:39] 21 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:36:54] 22 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:37:09] 23 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:37:24] 24 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:37:39] 25 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:37:54] 26 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:38:09] 27 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:38:24] 28 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:38:39] 29 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:38:54] 30 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:39:09] 31 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:39:27] 32 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:39:42] 33 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:39:57] 34 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:40:12] 35 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:40:27] 36 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:40:42] 37 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:40:57] 38 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:41:12] 39 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:41:27] 40 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:41:42] 41 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:41:57] 42 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:42:12] 43 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:42:27] 44 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:42:42] 45 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:42:57] 46 >> Gateway txjx(192.168.254.53): Ping 15(s)
[2025/11/15 19:43:12] 47 >> Gateway txjx(192.168.254.53): Ping 15(s)
